species,matrix,active_ingredient,category_type,cause,dose_amount,dose_unit,frequency_per_day,duration_days,reason,mrl_limit,mrl_unit,withdrawal_period_days
cattle,meat,Prednisolone,anti-inflammatory,Bacterial infection,278.04,mg,3,3,Drop in egg production,47.09,ug/kg,2
poultry,meat,Dexamethasone,anti-inflammatory,Viral infection,1.07,kg,1,1,Drop in egg production,50.12,ug/kg,9
poultry,egg,Dexamethasone,anti-inflammatory,Nutritional deficiency,5.0,sachet,2,4,Poor weight gain,50.93,ug/kg,5
pig,meat,Prednisolone,anti-inflammatory,Fungal infection,503.0,mg,2,10,Reduced production,54.16,ug/kg,8
pig,meat,Prednisolone,anti-inflammatory,Protozoal infection,3.99,kg,3,10,Drop in egg production,48.82,ug/kg,3
poultry,meat,Dexamethasone,anti-inflammatory,Secondary bacterial infection,2.16,kg,2,2,Wounds,47.62,ug/kg,10
cattle,milk,Prednisolone,anti-inflammatory,Contaminated feed/water,25.16,ml,3,4,Diarrhea,0.0,ug/kg,5
pig,meat,Dexamethasone,anti-inflammatory,Poor hygiene,11.3,g,2,2,Lameness,49.48,ug/kg,7
goat,meat,Prednisolone,anti-inflammatory,Parasitic infestation,24.57,g,2,7,Diarrhea,52.96,ug/kg,5
poultry,egg,Dexamethasone,anti-inflammatory,Mycoplasma infection,1.0,sachet,1,4,Fever,51.89,ug/kg,4
sheep,meat,Dexamethasone,anti-inflammatory,Nutritional deficiency,8.69,g,3,10,Cough,51.52,ug/kg,1
pig,meat,Dexamethasone,anti-inflammatory,Secondary bacterial infection,37.61,g,1,3,Poor weight gain,53.94,ug/kg,8
sheep,meat,Dexamethasone,anti-inflammatory,Poor hygiene,248.51,mg,3,14,Lameness,51.74,ug/kg,9
sheep,meat,Dexamethasone,anti-inflammatory,Mycoplasma infection,1.0,tablet,2,7,Poor weight gain,49.0,ug/kg,2
sheep,meat,Dexamethasone,anti-inflammatory,Fungal infection,2.0,tablet,2,4,Wounds,45.64,ug/kg,1
pig,meat,Prednisolone,anti-inflammatory,Poor hygiene,25.98,ml,2,1,Cough,53.72,ug/kg,2
goat,meat,Dexamethasone,anti-inflammatory,Viral infection,49.6,ml,3,14,Fever,50.71,ug/kg,5
sheep,meat,Dexamethasone,anti-inflammatory,Contaminated feed/water,2.32,g,1,14,Wounds,54.0,ug/kg,11
pig,meat,Prednisolone,anti-inflammatory,Fungal infection,28.22,g,1,4,Reduced production,54.14,ug/kg,13
cattle,meat,Dexamethasone,anti-inflammatory,Nutritional deficiency,44.11,ml,2,2,Diarrhea,50.71,ug/kg,10
goat,meat,Prednisolone,anti-inflammatory,Protozoal infection,2.0,tablet,1,14,Respiratory distress,52.25,ug/kg,2
poultry,egg,Dexamethasone,anti-inflammatory,Viral infection,1.0,sachet,2,4,Cough,51.61,ug/kg,8
sheep,meat,Dexamethasone,anti-inflammatory,Bacterial infection,30.84,ml,1,10,Fever,45.93,ug/kg,10
poultry,egg,Dexamethasone,anti-inflammatory,Parasitic infestation,5.0,sachet,3,10,Cough,49.44,ug/kg,4
cattle,milk,Prednisolone,anti-inflammatory,Poor hygiene,10.0,tablet,1,10,Wounds,0.0,ug/kg,1
goat,meat,Prednisolone,anti-inflammatory,Secondary bacterial infection,17.29,g,2,5,Poor weight gain,45.45,ug/kg,1
goat,meat,Dexamethasone,anti-inflammatory,Mycoplasma infection,6.44,ml,2,7,Wounds,45.44,ug/kg,3
goat,meat,Dexamethasone,anti-inflammatory,Mycoplasma infection,10.0,tablet,1,2,Poor weight gain,51.98,ug/kg,5
goat,meat,Dexamethasone,anti-inflammatory,Mycoplasma infection,596.79,mg,3,10,Fever,47.52,ug/kg,3
goat,meat,Prednisolone,anti-inflammatory,Poor hygiene,0.5,tablet,2,2,Skin lesions,54.07,ug/kg,4
goat,meat,Prednisolone,anti-inflammatory,Poor hygiene,2.0,tablet,1,2,Diarrhea,48.88,ug/kg,4
sheep,meat,Meloxicam,NSAID,Secondary bacterial infection,5.05,ml,2,4,Reduced production,48.36,ug/kg,12
cattle,milk,Ketoprofen,NSAID,Poor hygiene,12.33,g,2,10,Wounds,18.97,ug/kg,10
goat,meat,Meloxicam,NSAID,Bacterial infection,288.28,mg,3,3,Lameness,52.07,ug/kg,2
cattle,meat,Meloxicam,NSAID,Fungal infection,978.21,mg,1,7,Respiratory distress,51.47,ug/kg,12
poultry,egg,Meloxicam,NSAID,Protozoal infection,4.29,kg,1,1,Fever,48.91,ug/kg,2
cattle,meat,Flunixin Meglumine,NSAID,Protozoal infection,117.54,mg,1,14,Wounds,52.8,ug/kg,12
poultry,egg,Meloxicam,NSAID,Protozoal infection,7.59,litre,1,2,Respiratory distress,48.11,ug/kg,7
cattle,milk,Ketoprofen,NSAID,Parasitic infestation,603.22,mg,1,2,Skin lesions,21.1,ug/kg,3
pig,meat,Meloxicam,NSAID,Nutritional deficiency,2.98,kg,3,14,Poor weight gain,54.6,ug/kg,4
poultry,meat,Meloxicam,NSAID,Fungal infection,4.1,kg,2,1,Diarrhea,45.57,ug/kg,9
pig,meat,Ketoprofen,NSAID,Bacterial infection,47.08,ml,2,10,Cough,45.29,ug/kg,14
goat,meat,Meloxicam,NSAID,Contaminated feed/water,43.53,ml,3,10,Drop in egg production,54.51,ug/kg,10
sheep,meat,Ketoprofen,NSAID,Viral infection,0.5,tablet,1,5,Lameness,50.83,ug/kg,9
sheep,meat,Ketoprofen,NSAID,Nutritional deficiency,5.0,tablet,2,7,Poor weight gain,46.74,ug/kg,7
pig,meat,Meloxicam,NSAID,Fungal infection,4.47,kg,1,4,Reduced production,46.12,ug/kg,3
goat,meat,Meloxicam,NSAID,Viral infection,1.0,tablet,2,7,Lameness,45.99,ug/kg,13
sheep,meat,Meloxicam,NSAID,Poor hygiene,21.96,ml,1,10,Drop in egg production,51.31,ug/kg,3
poultry,meat,Meloxicam,NSAID,Viral infection,2.38,litre,2,14,Fever,51.69,ug/kg,13
pig,meat,Ketoprofen,NSAID,Nutritional deficiency,24.13,g,1,1,Drop in egg production,49.28,ug/kg,14
poultry,meat,Meloxicam,NSAID,Poor hygiene,1.68,kg,2,1,Reduced production,51.47,ug/kg,2
pig,meat,Ketoprofen,NSAID,Nutritional deficiency,3.79,kg,3,1,Fever,52.68,ug/kg,6
pig,meat,Ketoprofen,NSAID,Parasitic infestation,32.46,g,1,5,Lameness,49.81,ug/kg,1
cattle,meat,Flunixin Meglumine,NSAID,Protozoal infection,339.55,mg,1,2,Respiratory distress,51.29,ug/kg,12
goat,meat,Meloxicam,NSAID,Bacterial infection,33.14,ml,2,1,Diarrhea,51.75,ug/kg,1
sheep,meat,Ketoprofen,NSAID,Fungal infection,5.0,tablet,3,4,Poor weight gain,51.74,ug/kg,4
pig,meat,Ketoprofen,NSAID,Mycoplasma infection,4.61,kg,1,14,Diarrhea,52.92,ug/kg,7
poultry,egg,Meloxicam,NSAID,Parasitic infestation,26.18,g,1,1,Skin lesions,49.85,ug/kg,7
goat,meat,Meloxicam,NSAID,Secondary bacterial infection,23.9,g,3,10,Fever,47.03,ug/kg,5
pig,meat,Meloxicam,NSAID,Nutritional deficiency,1.75,kg,2,3,Fever,47.37,ug/kg,1
pig,meat,Meloxicam,NSAID,Bacterial infection,1.58,kg,1,10,Skin lesions,54.96,ug/kg,9
pig,meat,Meloxicam,NSAID,Secondary bacterial infection,3.24,kg,1,1,Skin lesions,47.88,ug/kg,10
poultry,meat,Meloxicam,NSAID,Mycoplasma infection,2.0,sachet,3,5,Wounds,47.94,ug/kg,5
poultry,egg,Meloxicam,NSAID,Protozoal infection,4.62,kg,3,2,Lameness,46.69,ug/kg,10
sheep,meat,Meloxicam,NSAID,Contaminated feed/water,704.05,mg,3,4,Lameness,51.84,ug/kg,7
cattle,milk,Flunixin Meglumine,NSAID,Viral infection,2.0,tablet,2,4,Drop in egg production,19.1,ug/kg,3
poultry,egg,Meloxicam,NSAID,Mycoplasma infection,0.15,litre,1,3,Respiratory distress,47.95,ug/kg,13
pig,meat,Meloxicam,NSAID,Poor hygiene,6.39,ml,1,2,Skin lesions,51.74,ug/kg,14
cattle,meat,Meloxicam,NSAID,Bacterial infection,7.1,ml,1,4,Diarrhea,52.54,ug/kg,11
cattle,meat,Flunixin Meglumine,NSAID,Nutritional deficiency,33.24,ml,1,2,Wounds,48.46,ug/kg,3
cattle,milk,Meloxicam,NSAID,Viral infection,16.99,g,2,7,Drop in egg production,14.96,ug/kg,2
goat,meat,Meloxicam,NSAID,Mycoplasma infection,40.58,ml,2,14,Cough,49.19,ug/kg,3
pig,meat,Meloxicam,NSAID,Secondary bacterial infection,15.67,g,3,14,Wounds,49.01,ug/kg,3
poultry,egg,Meloxicam,NSAID,Poor hygiene,3.19,litre,2,14,Lameness,52.29,ug/kg,7
goat,meat,Ketoprofen,NSAID,Parasitic infestation,27.17,g,2,7,Lameness,50.95,ug/kg,9
cattle,meat,Meloxicam,NSAID,Bacterial infection,5.0,tablet,1,7,Diarrhea,45.35,ug/kg,9
cattle,meat,Meloxicam,NSAID,Contaminated feed/water,697.29,mg,3,2,Cough,48.52,ug/kg,14
goat,meat,Meloxicam,NSAID,Parasitic infestation,22.52,g,1,14,Diarrhea,52.66,ug/kg,11
sheep,meat,Ketoprofen,NSAID,Secondary bacterial infection,0.96,g,1,10,Wounds,51.01,ug/kg,6
pig,meat,Meloxicam,NSAID,Contaminated feed/water,3.34,g,3,10,Drop in egg production,50.63,ug/kg,14
pig,meat,Ketoprofen,NSAID,Bacterial infection,1.0,tablet,1,2,Diarrhea,47.75,ug/kg,9
sheep,meat,Meloxicam,NSAID,Bacterial infection,1.48,g,1,5,Cough,51.52,ug/kg,2
goat,meat,Ketoprofen,NSAID,Mycoplasma infection,990.58,mg,2,3,Fever,49.71,ug/kg,1
poultry,meat,Meloxicam,NSAID,Secondary bacterial infection,3.48,kg,3,3,Drop in egg production,48.98,ug/kg,8
poultry,meat,Meloxicam,NSAID,Poor hygiene,20.63,g,2,1,Wounds,53.87,ug/kg,5
sheep,meat,Ketoprofen,NSAID,Viral infection,43.9,ml,2,10,Respiratory distress,48.38,ug/kg,9
poultry,meat,Meloxicam,NSAID,Parasitic infestation,2.0,sachet,1,10,Poor weight gain,45.61,ug/kg,14
pig,meat,Ketoprofen,NSAID,Viral infection,5.0,tablet,1,3,Wounds,51.33,ug/kg,1
cattle,milk,Meloxicam,NSAID,Parasitic infestation,10.0,tablet,1,10,Poor weight gain,14.94,ug/kg,5
poultry,egg,Meloxicam,NSAID,Fungal infection,8.66,g,2,4,Wounds,51.48,ug/kg,12
poultry,meat,Meloxicam,NSAID,Nutritional deficiency,2.08,litre,3,2,Poor weight gain,48.1,ug/kg,13
goat,meat,Ketoprofen,NSAID,Secondary bacterial infection,27.33,g,1,3,Fever,49.56,ug/kg,3
cattle,meat,Flunixin Meglumine,NSAID,Viral infection,263.8,mg,2,1,Wounds,51.13,ug/kg,6
cattle,milk,Flunixin Meglumine,NSAID,Secondary bacterial infection,29.97,g,1,14,Lameness,18.54,ug/kg,1
goat,meat,Meloxicam,NSAID,Mycoplasma infection,18.43,ml,1,4,Fever,48.46,ug/kg,10
pig,meat,Meloxicam,NSAID,Poor hygiene,9.7,ml,2,14,Poor weight gain,46.91,ug/kg,5
sheep,meat,Meloxicam,NSAID,Fungal infection,18.81,ml,2,5,Skin lesions,53.27,ug/kg,4
cattle,milk,Flunixin Meglumine,NSAID,Parasitic infestation,612.05,mg,2,5,Diarrhea,18.35,ug/kg,10
pig,meat,Ketoprofen,NSAID,Mycoplasma infection,229.12,mg,2,5,Cough,53.73,ug/kg,2
goat,meat,Meloxicam,NSAID,Mycoplasma infection,49.14,g,1,7,Fever,51.62,ug/kg,1
goat,meat,Ketoprofen,NSAID,Protozoal infection,1.0,tablet,2,4,Respiratory distress,50.06,ug/kg,2
goat,meat,Ketoprofen,NSAID,Contaminated feed/water,1.0,tablet,2,2,Drop in egg production,52.03,ug/kg,9
pig,meat,Meloxicam,NSAID,Contaminated feed/water,0.5,tablet,2,14,Fever,50.93,ug/kg,6
poultry,egg,Meloxicam,NSAID,Fungal infection,8.26,litre,1,7,Skin lesions,52.04,ug/kg,8
sheep,meat,Meloxicam,NSAID,Poor hygiene,31.08,ml,2,4,Wounds,53.94,ug/kg,6
pig,meat,Ketoprofen,NSAID,Secondary bacterial infection,398.3,mg,3,5,Respiratory distress,47.83,ug/kg,5
goat,meat,Ketoprofen,NSAID,Protozoal infection,45.44,g,3,5,Cough,49.97,ug/kg,6
goat,meat,Ketoprofen,NSAID,Mycoplasma infection,0.29,g,1,5,Reduced production,45.89,ug/kg,11
sheep,meat,Meloxicam,NSAID,Mycoplasma infection,21.51,ml,1,1,Reduced production,51.31,ug/kg,2
poultry,egg,Meloxicam,NSAID,Poor hygiene,3.6,g,3,3,Lameness,49.18,ug/kg,11
sheep,meat,Meloxicam,NSAID,Contaminated feed/water,0.5,tablet,1,5,Reduced production,53.08,ug/kg,11
cattle,milk,Flunixin Meglumine,NSAID,Poor hygiene,195.74,mg,1,7,Wounds,18.31,ug/kg,12
cattle,meat,Ketoprofen,NSAID,Protozoal infection,39.14,ml,3,7,Drop in egg production,51.51,ug/kg,14
pig,meat,Ketoprofen,NSAID,Secondary bacterial infection,0.28,kg,2,3,Skin lesions,53.9,ug/kg,11
poultry,egg,Meloxicam,NSAID,Poor hygiene,1.0,sachet,2,10,Respiratory distress,45.26,ug/kg,12
goat,meat,Ketoprofen,NSAID,Poor hygiene,8.11,ml,2,5,Diarrhea,46.87,ug/kg,9
sheep,meat,Ketoprofen,NSAID,Viral infection,26.44,g,1,2,Poor weight gain,53.32,ug/kg,3
pig,meat,Ketoprofen,NSAID,Viral infection,803.2,mg,2,7,Respiratory distress,48.42,ug/kg,7
sheep,meat,Ketoprofen,NSAID,Nutritional deficiency,26.66,g,3,14,Reduced production,54.03,ug/kg,10
pig,meat,Ketoprofen,NSAID,Secondary bacterial infection,18.24,ml,3,10,Poor weight gain,51.48,ug/kg,2
poultry,egg,Meloxicam,NSAID,Poor hygiene,3.87,kg,1,7,Wounds,49.46,ug/kg,1
cattle,meat,Meloxicam,NSAID,Protozoal infection,40.39,ml,2,10,Reduced production,51.09,ug/kg,9
poultry,egg,Meloxicam,NSAID,Nutritional deficiency,5.0,sachet,1,5,Fever,50.03,ug/kg,10
pig,meat,Meloxicam,NSAID,Contaminated feed/water,34.22,ml,1,2,Fever,54.59,ug/kg,3
goat,meat,Meloxicam,NSAID,Viral infection,485.38,mg,3,2,Respiratory distress,54.35,ug/kg,10
sheep,meat,Meloxicam,NSAID,Secondary bacterial infection,40.91,g,2,4,Lameness,48.72,ug/kg,5
pig,meat,Ketoprofen,NSAID,Nutritional deficiency,11.56,g,2,5,Cough,54.1,ug/kg,10
pig,meat,Meloxicam,NSAID,Fungal infection,32.26,g,2,10,Reduced production,53.56,ug/kg,8
cattle,meat,Flunixin Meglumine,NSAID,Parasitic infestation,5.54,g,2,4,Fever,50.04,ug/kg,7
poultry,egg,Meloxicam,NSAID,Bacterial infection,3.24,kg,3,3,Skin lesions,45.99,ug/kg,5
poultry,egg,Meloxicam,NSAID,Protozoal infection,39.43,g,1,2,Skin lesions,45.93,ug/kg,8
poultry,egg,Meloxicam,NSAID,Protozoal infection,5.0,sachet,2,1,Poor weight gain,54.58,ug/kg,3
cattle,meat,Meloxicam,NSAID,Protozoal infection,5.0,tablet,1,2,Reduced production,51.97,ug/kg,1
sheep,meat,Ketoprofen,NSAID,Secondary bacterial infection,16.32,ml,1,7,Diarrhea,48.78,ug/kg,5
goat,meat,Meloxicam,NSAID,Viral infection,20.63,ml,2,1,Cough,52.13,ug/kg,10
poultry,meat,Meloxicam,NSAID,Mycoplasma infection,1.75,g,2,1,Lameness,52.93,ug/kg,2
sheep,meat,Meloxicam,NSAID,Protozoal infection,761.07,mg,1,2,Drop in egg production,54.74,ug/kg,8
cattle,milk,Meloxicam,NSAID,Viral infection,749.42,mg,3,4,Fever,16.32,ug/kg,13
sheep,meat,Meloxicam,NSAID,Parasitic infestation,2.0,tablet,1,3,Drop in egg production,54.2,ug/kg,4
pig,meat,Meloxicam,NSAID,Contaminated feed/water,470.31,mg,2,7,Lameness,51.36,ug/kg,3
poultry,egg,Meloxicam,NSAID,Secondary bacterial infection,7.54,litre,1,4,Lameness,46.0,ug/kg,14
goat,meat,Meloxicam,NSAID,Fungal infection,33.06,g,3,5,Respiratory distress,52.59,ug/kg,8
sheep,meat,Meloxicam,NSAID,Fungal infection,0.5,tablet,3,5,Lameness,47.09,ug/kg,11
goat,meat,Meloxicam,NSAID,Bacterial infection,1.0,tablet,1,10,Reduced production,51.24,ug/kg,7
sheep,meat,Meloxicam,NSAID,Protozoal infection,1.0,tablet,1,2,Respiratory distress,45.49,ug/kg,13
cattle,meat,Ketoprofen,NSAID,Fungal infection,39.6,g,1,5,Respiratory distress,45.23,ug/kg,5
cattle,milk,Ketoprofen,NSAID,Poor hygiene,534.2,mg,3,4,Skin lesions,21.58,ug/kg,6
pig,meat,Meloxicam,NSAID,Bacterial infection,22.11,ml,1,2,Wounds,52.5,ug/kg,5
sheep,meat,Meloxicam,NSAID,Nutritional deficiency,39.91,ml,3,5,Reduced production,47.63,ug/kg,13
sheep,meat,Ketoprofen,NSAID,Contaminated feed/water,26.21,g,3,4,Reduced production,51.77,ug/kg,6
sheep,meat,Ketoprofen,NSAID,Parasitic infestation,2.89,g,1,7,Fever,49.17,ug/kg,9
poultry,egg,Meloxicam,NSAID,Poor hygiene,3.86,kg,2,2,Lameness,48.77,ug/kg,13
goat,meat,Ketoprofen,NSAID,Protozoal infection,48.44,g,2,2,Drop in egg production,52.36,ug/kg,4
cattle,milk,Meloxicam,NSAID,Nutritional deficiency,0.85,ml,2,7,Wounds,14.72,ug/kg,8
poultry,meat,Meloxicam,NSAID,Contaminated feed/water,3.09,litre,3,10,Poor weight gain,54.75,ug/kg,8
cattle,meat,Meloxicam,NSAID,Poor hygiene,0.5,tablet,3,5,Drop in egg production,47.69,ug/kg,1
cattle,milk,Flunixin Meglumine,NSAID,Protozoal infection,908.29,mg,1,10,Cough,19.13,ug/kg,6
pig,meat,Meloxicam,NSAID,Mycoplasma infection,34.48,g,3,14,Poor weight gain,54.77,ug/kg,9
goat,meat,Meloxicam,NSAID,Parasitic infestation,8.66,g,3,5,Diarrhea,52.27,ug/kg,14
sheep,meat,Ketoprofen,NSAID,Bacterial infection,35.29,ml,1,4,Skin lesions,50.62,ug/kg,12
poultry,meat,Meloxicam,NSAID,Protozoal infection,13.31,g,2,4,Wounds,49.11,ug/kg,1
sheep,meat,Ketoprofen,NSAID,Secondary bacterial infection,2.0,tablet,2,7,Cough,53.53,ug/kg,7
sheep,meat,Ketoprofen,NSAID,Secondary bacterial infection,435.17,mg,3,2,Respiratory distress,51.05,ug/kg,1
poultry,meat,Meloxicam,NSAID,Viral infection,0.88,litre,1,10,Skin lesions,49.11,ug/kg,3
sheep,meat,Ketoprofen,NSAID,Bacterial infection,1.0,tablet,2,1,Drop in egg production,47.52,ug/kg,5
sheep,meat,Ketoprofen,NSAID,Bacterial infection,687.29,mg,1,3,Cough,53.12,ug/kg,2
poultry,meat,Meloxicam,NSAID,Protozoal infection,1.56,litre,2,10,Drop in egg production,46.4,ug/kg,8
cattle,milk,Flunixin Meglumine,NSAID,Fungal infection,2.0,tablet,2,7,Lameness,18.69,ug/kg,12
pig,meat,Ketoprofen,NSAID,Viral infection,891.15,mg,3,4,Cough,49.23,ug/kg,11
pig,meat,Ketoprofen,NSAID,Nutritional deficiency,1.09,kg,2,7,Poor weight gain,50.64,ug/kg,9
poultry,meat,Meloxicam,NSAID,Viral infection,10.0,sachet,1,3,Diarrhea,53.77,ug/kg,13
cattle,meat,Ketoprofen,NSAID,Protozoal infection,864.93,mg,2,5,Wounds,52.32,ug/kg,1
cattle,meat,Flunixin Meglumine,NSAID,Viral infection,10.0,tablet,1,14,Lameness,51.79,ug/kg,2
goat,meat,Ketoprofen,NSAID,Mycoplasma infection,202.57,mg,1,14,Reduced production,49.66,ug/kg,8
goat,meat,Meloxicam,NSAID,Secondary bacterial infection,33.51,ml,2,7,Wounds,47.29,ug/kg,10
sheep,meat,Ketoprofen,NSAID,Viral infection,28.91,g,2,10,Lameness,47.48,ug/kg,5
poultry,meat,Meloxicam,NSAID,Contaminated feed/water,3.23,kg,1,3,Cough,48.4,ug/kg,3
cattle,meat,Meloxicam,NSAID,Fungal infection,17.22,mg,2,3,Reduced production,47.16,ug/kg,11
pig,meat,Ketoprofen,NSAID,Poor hygiene,77.42,mg,1,7,Poor weight gain,47.49,ug/kg,12
poultry,meat,Meloxicam,NSAID,Mycoplasma infection,3.67,kg,2,3,Poor weight gain,53.99,ug/kg,12
sheep,meat,Ketoprofen,NSAID,Protozoal infection,10.0,tablet,1,1,Poor weight gain,52.55,ug/kg,1
goat,meat,Ketoprofen,NSAID,Parasitic infestation,313.95,mg,1,2,Fever,48.25,ug/kg,14
pig,meat,Meloxicam,NSAID,Nutritional deficiency,516.84,mg,1,10,Respiratory distress,49.57,ug/kg,7
sheep,meat,Meloxicam,NSAID,Mycoplasma infection,5.0,tablet,3,2,Respiratory distress,49.86,ug/kg,1
sheep,meat,Meloxicam,NSAID,Contaminated feed/water,10.84,g,2,7,Wounds,49.17,ug/kg,2
pig,meat,Ketoprofen,NSAID,Viral infection,13.06,ml,2,4,Cough,53.92,ug/kg,14
goat,meat,Ketoprofen,NSAID,Viral infection,151.76,mg,2,10,Wounds,45.31,ug/kg,11
goat,meat,Ketoprofen,NSAID,Fungal infection,173.32,mg,2,3,Lameness,48.94,ug/kg,13
sheep,meat,Ketoprofen,NSAID,Protozoal infection,1.61,ml,1,1,Drop in egg production,54.98,ug/kg,11
pig,meat,Meloxicam,NSAID,Poor hygiene,569.48,mg,3,2,Drop in egg production,52.23,ug/kg,10
cattle,milk,Meloxicam,NSAID,Secondary bacterial infection,19.61,ml,1,7,Lameness,14.71,ug/kg,9
pig,meat,Meloxicam,NSAID,Bacterial infection,860.87,mg,2,7,Lameness,47.58,ug/kg,3
goat,meat,Meloxicam,NSAID,Mycoplasma infection,5.0,tablet,3,14,Skin lesions,47.0,ug/kg,8
pig,meat,Meloxicam,NSAID,Mycoplasma infection,14.46,g,2,5,Reduced production,51.95,ug/kg,9
pig,meat,Meloxicam,NSAID,Poor hygiene,1.0,tablet,1,3,Reduced production,46.13,ug/kg,9
pig,meat,Ketoprofen,NSAID,Bacterial infection,24.4,ml,3,10,Poor weight gain,45.94,ug/kg,11
sheep,meat,Meloxicam,NSAID,Fungal infection,10.0,tablet,1,5,Poor weight gain,47.37,ug/kg,4
sheep,meat,Meloxicam,NSAID,Parasitic infestation,10.05,ml,2,5,Diarrhea,47.67,ug/kg,6
cattle,meat,Flunixin Meglumine,NSAID,Parasitic infestation,577.03,mg,1,14,Wounds,48.2,ug/kg,8
goat,meat,Ketoprofen,NSAID,Nutritional deficiency,42.61,ml,2,4,Fever,46.4,ug/kg,2
poultry,egg,Meloxicam,NSAID,Protozoal infection,26.5,g,1,2,Reduced production,54.8,ug/kg,6
goat,meat,Ketoprofen,NSAID,Mycoplasma infection,27.64,g,1,4,Drop in egg production,49.87,ug/kg,13
poultry,egg,Meloxicam,NSAID,Protozoal infection,4.12,kg,1,2,Drop in egg production,46.38,ug/kg,10
cattle,milk,Ketoprofen,NSAID,Contaminated feed/water,30.64,ml,3,10,Lameness,20.12,ug/kg,8
poultry,egg,Meloxicam,NSAID,Parasitic infestation,2.04,kg,1,7,Reduced production,49.25,ug/kg,10
poultry,egg,Meloxicam,NSAID,Viral infection,35.11,g,1,3,Diarrhea,45.69,ug/kg,5
poultry,meat,Meloxicam,NSAID,Secondary bacterial infection,5.04,litre,2,4,Poor weight gain,54.57,ug/kg,10
cattle,milk,Flunixin Meglumine,NSAID,Contaminated feed/water,1.0,tablet,2,1,Poor weight gain,18.98,ug/kg,11
pig,meat,Meloxicam,NSAID,Protozoal infection,2.62,kg,2,5,Drop in egg production,51.56,ug/kg,8
goat,meat,Ketoprofen,NSAID,Mycoplasma infection,28.36,ml,2,10,Cough,47.46,ug/kg,3
goat,meat,Ketoprofen,NSAID,Parasitic infestation,670.21,mg,1,7,Wounds,51.81,ug/kg,2
goat,meat,Meloxicam,NSAID,Contaminated feed/water,48.98,g,1,14,Cough,45.95,ug/kg,12
sheep,meat,Ketoprofen,NSAID,Fungal infection,34.22,g,2,1,Drop in egg production,46.16,ug/kg,4
poultry,meat,Meloxicam,NSAID,Fungal infection,4.4,litre,1,4,Reduced production,54.06,ug/kg,1
poultry,egg,Meloxicam,NSAID,Contaminated feed/water,3.56,kg,1,4,Poor weight gain,47.98,ug/kg,10
pig,meat,Meloxicam,NSAID,Secondary bacterial infection,6.66,g,3,10,Drop in egg production,45.76,ug/kg,9
sheep,meat,Meloxicam,NSAID,Viral infection,48.9,ml,3,4,Skin lesions,48.57,ug/kg,4
poultry,egg,Meloxicam,NSAID,Secondary bacterial infection,7.68,litre,1,14,Poor weight gain,50.54,ug/kg,11
poultry,egg,Meloxicam,NSAID,Bacterial infection,10.0,sachet,1,2,Reduced production,49.28,ug/kg,2
pig,meat,Meloxicam,NSAID,Secondary bacterial infection,0.5,tablet,2,5,Reduced production,53.84,ug/kg,2
poultry,egg,Meloxicam,NSAID,Contaminated feed/water,41.78,g,2,10,Skin lesions,50.11,ug/kg,6
cattle,milk,Meloxicam,NSAID,Poor hygiene,36.4,g,2,2,Drop in egg production,16.19,ug/kg,2
sheep,meat,Meloxicam,NSAID,Mycoplasma infection,49.97,ml,1,7,Lameness,46.44,ug/kg,2
goat,meat,Meloxicam,NSAID,Nutritional deficiency,181.77,mg,2,7,Skin lesions,50.07,ug/kg,5
cattle,milk,Ketoprofen,NSAID,Nutritional deficiency,5.0,tablet,3,4,Lameness,18.33,ug/kg,7
poultry,meat,Meloxicam,NSAID,Fungal infection,5.0,sachet,3,3,Skin lesions,48.43,ug/kg,13
sheep,meat,Ketoprofen,NSAID,Nutritional deficiency,846.89,mg,2,3,Drop in egg production,45.15,ug/kg,4
sheep,meat,Ketoprofen,NSAID,Parasitic infestation,509.33,mg,1,2,Wounds,54.9,ug/kg,11
goat,meat,Ketoprofen,NSAID,Poor hygiene,751.61,mg,1,1,Lameness,47.19,ug/kg,2
cattle,meat,Flunixin Meglumine,NSAID,Mycoplasma infection,0.5,tablet,2,4,Drop in egg production,45.98,ug/kg,14
pig,meat,Ketoprofen,NSAID,Viral infection,40.42,g,3,2,Wounds,50.81,ug/kg,5
sheep,meat,Meloxicam,NSAID,Bacterial infection,34.34,ml,2,14,Drop in egg production,45.24,ug/kg,9
pig,meat,Meloxicam,NSAID,Protozoal infection,23.3,g,1,4,Reduced production,50.74,ug/kg,2
poultry,egg,Meloxicam,NSAID,Mycoplasma infection,4.23,kg,2,14,Diarrhea,45.85,ug/kg,4
sheep,meat,Meloxicam,NSAID,Mycoplasma infection,338.44,mg,2,10,Skin lesions,54.4,ug/kg,14
